Chart Recorder Data File Tue, Oct 27, 2015 12:47 PM
Time (s)	CH1 (V)  	CH2 (V)  
12:28:20.144	0.142249	0.183998
12:28:20.244	0.141930	0.182734
12:28:20.344	0.141610	0.183366
12:28:20.444	0.142568	0.183050
12:28:20.544	0.141291	0.184946
12:28:20.644	0.141610	0.183682
12:28:20.744	0.141291	0.184314
12:28:20.844	0.140653	0.183998
12:28:20.944	0.140972	0.185262
12:28:21.044	0.141291	0.184946
12:28:21.144	0.140334	0.183998
12:28:21.244	0.140334	0.183998
12:28:21.344	0.140015	0.183682
12:28:21.444	0.140015	0.183050
12:28:21.543	0.139376	0.183366
12:28:21.643	0.139057	0.182419
12:28:21.743	0.139057	0.181155
12:28:21.843	0.138099	0.183682
12:28:21.943	0.138419	0.184946
12:28:22.043	0.138099	0.184630
12:28:22.143	0.138738	0.183998
12:28:22.243	0.138419	0.181471
12:28:22.343	0.138099	0.180839
12:28:22.443	0.137780	0.182419
12:28:22.543	0.138099	0.183366
12:28:22.643	0.137142	0.183682
12:28:22.743	0.136823	0.184630
12:28:22.843	0.136823	0.185894
12:28:22.943	0.136184	0.184314
12:28:23.043	0.136184	0.183682
12:28:23.143	0.136184	0.184314
12:28:23.243	0.135546	0.184314
12:28:23.343	0.134908	0.183366
12:28:23.443	0.136184	0.183366
12:28:23.543	0.135227	0.183050
12:28:23.643	0.135227	0.183682
12:28:23.743	0.135546	0.182734
12:28:23.843	0.134908	0.180839
12:28:23.943	0.133950	0.179259
12:28:24.043	0.134269	0.181787
12:28:24.143	0.133312	0.182734
12:28:24.243	0.133631	0.181471
12:28:24.343	0.132993	0.180523
12:28:24.443	0.132035	0.182103
12:28:24.543	0.132673	0.184314
12:28:24.643	0.132035	0.183998
12:28:24.743	0.132354	0.183366
12:28:24.843	0.131397	0.182734
12:28:24.943	0.132035	0.180839
12:28:25.043	0.130758	0.178627
12:28:25.143	0.129801	0.179259
12:28:25.243	0.129482	0.180523
12:28:25.343	0.129801	0.181787
12:28:25.443	0.129163	0.182103
12:28:25.543	0.128843	0.181155
12:28:25.643	0.128205	0.180523
12:28:25.743	0.128205	0.180839
12:28:25.843	0.128205	0.182734
12:28:25.943	0.127567	0.181155
12:28:26.043	0.127248	0.181787
12:28:26.143	0.126928	0.179891
12:28:26.243	0.127248	0.182103
12:28:26.343	0.126609	0.181471
12:28:26.443	0.125971	0.179891
12:28:26.543	0.126290	0.179575
12:28:26.643	0.125971	0.180523
12:28:26.743	0.125013	0.180523
12:28:26.843	0.124694	0.180207
12:28:26.943	0.124375	0.178311
12:28:27.043	0.123417	0.180207
12:28:27.143	0.124056	0.179259
12:28:27.243	0.123098	0.179891
12:28:27.343	0.122460	0.180839
12:28:27.443	0.122141	0.181471
12:28:27.543	0.123098	0.179891
12:28:27.643	0.122141	0.178943
12:28:27.743	0.121822	0.179259
12:28:27.843	0.121822	0.179259
12:28:27.943	0.121183	0.179891
12:28:28.043	0.120545	0.181471
12:28:28.143	0.120226	0.180523
12:28:28.243	0.119906	0.179891
12:28:28.343	0.118311	0.180207
12:28:28.443	0.118311	0.180523
12:28:28.543	0.117991	0.179575
12:28:28.643	0.117672	0.181471
12:28:28.743	0.117353	0.180839
12:28:28.843	0.117353	0.182103
12:28:28.943	0.116715	0.181787
12:28:29.043	0.116396	0.180523
12:28:29.143	0.116396	0.179259
12:28:29.243	0.116076	0.179575
12:28:29.343	0.115438	0.178943
12:28:29.443	0.115119	0.177048
12:28:29.543	0.115438	0.179259
12:28:29.644	0.114481	0.178943
12:28:29.744	0.113523	0.176100
12:28:29.844	0.112885	0.176416
12:28:29.944	0.113204	0.177364
12:28:30.044	0.112246	0.178943
12:28:30.144	0.111289	0.177364
12:28:30.244	0.111927	0.178943
12:28:30.344	0.110970	0.178311
12:28:30.444	0.110970	0.177995
12:28:30.544	0.110331	0.177364
12:28:30.644	0.109374	0.179891
12:28:30.744	0.108735	0.179891
12:28:30.844	0.108416	0.181155
12:28:30.944	0.108416	0.179891
12:28:31.044	0.107459	0.180207
12:28:31.144	0.107139	0.178627
12:28:31.244	0.106820	0.177680
12:28:31.344	0.106501	0.179259
12:28:31.444	0.106182	0.179891
12:28:31.544	0.104586	0.179259
12:28:31.644	0.105544	0.178311
12:28:31.744	0.104586	0.180207
12:28:31.844	0.104267	0.179259
12:28:31.944	0.103948	0.177995
12:28:32.044	0.102671	0.175784
12:28:32.144	0.103309	0.179891
12:28:32.244	0.102352	0.180839
12:28:32.344	0.101394	0.182103
12:28:32.444	0.100756	0.178627
12:28:32.544	0.100756	0.177995
12:28:32.644	0.100756	0.178943
12:28:32.744	0.100118	0.177995
12:28:32.844	0.099160	0.178627
12:28:32.944	0.098841	0.176100
12:28:33.044	0.097883	0.177048
12:28:33.144	0.098522	0.177364
12:28:33.244	0.098841	0.177680
12:28:33.344	0.097564	0.178311
12:28:33.444	0.098203	0.179891
12:28:33.544	0.098203	0.178627
12:28:33.644	0.096926	0.179259
12:28:33.744	0.096288	0.178311
12:28:33.844	0.095011	0.177680
12:28:33.944	0.095649	0.177995
12:28:34.044	0.095011	0.179575
12:28:34.144	0.094053	0.178627
12:28:34.244	0.094053	0.177680
12:28:34.344	0.093734	0.178311
12:28:34.444	0.092457	0.177048
12:28:34.544	0.092457	0.177048
12:28:34.644	0.092138	0.178627
12:28:34.744	0.091181	0.178311
12:28:34.844	0.090542	0.176732
12:28:34.944	0.090223	0.175784
12:28:35.044	0.089904	0.178311
12:28:35.144	0.090223	0.177995
12:28:35.244	0.089904	0.178311
12:28:35.344	0.088947	0.177680
12:28:35.444	0.089266	0.177364
12:28:35.544	0.088308	0.175468
12:28:35.644	0.087989	0.174836
