Neel Temperature Data File
Tuesday, November 17, 2015 - 2:29 PM

Time (S)	Wheatstone (mV)	Temp (mV)
2.61	-0.308	0.928
3.16	-0.325	0.951
3.71	-0.325	0.948
4.26	-0.322	0.939
4.80	-0.314	0.956
5.35	-0.316	0.954
5.89	-0.311	0.951
6.43	-0.304	0.968
6.99	-0.301	0.962
7.53	-0.307	0.965
8.07	-0.305	0.954
8.62	-0.297	0.962
9.16	-0.301	0.965
9.71	-0.299	0.968
10.25	-0.293	0.968
10.79	-0.296	0.956
11.34	-0.289	0.965
11.88	-0.282	0.977
12.43	-0.292	0.968
12.98	-0.296	0.959
13.52	-0.287	0.968
14.07	-0.281	0.968
14.61	-0.289	0.974
15.15	-0.280	0.968
15.70	-0.275	0.968
16.25	-0.269	0.962
16.80	-0.257	0.979
17.36	-0.257	0.965
17.91	-0.247	0.985
18.47	-0.244	0.974
19.02	-0.241	0.977
19.57	-0.242	0.971
20.12	-0.242	0.974
20.67	-0.243	0.977
21.23	-0.236	0.971
21.78	-0.231	0.979
22.33	-0.225	0.974
22.88	-0.220	0.974
23.43	-0.219	0.974
23.99	-0.219	0.979
24.54	-0.219	0.974
25.09	-0.218	0.982
25.64	-0.216	0.979
26.19	-0.211	0.982
26.75	-0.209	0.977
27.31	-0.207	0.979
27.86	-0.204	0.982
28.41	-0.196	0.979
28.96	-0.191	0.974
29.51	-0.178	0.982
30.07	-0.173	0.977
30.62	-0.173	0.974
31.17	-0.171	0.985
31.72	-0.169	0.979
32.27	-0.166	0.985
32.83	-0.161	0.977
33.38	-0.154	0.977
33.93	-0.148	0.974
34.48	-0.144	0.979
35.03	-0.146	0.985
35.59	-0.144	0.991
36.14	-0.144	0.988
36.69	-0.139	0.982
37.24	-0.137	0.985
37.79	-0.131	0.979
38.35	-0.126	0.991
38.90	-0.123	0.988
39.45	-0.123	0.979
40.00	-0.120	0.985
40.55	-0.120	0.988
41.11	-0.118	0.988
41.66	-0.113	0.988
42.21	-0.107	0.982
42.76	-0.101	0.979
43.31	-0.100	0.994
43.87	-0.094	0.988
44.42	-0.091	0.982
44.97	-0.094	0.988
45.52	-0.089	0.979
46.07	-0.088	0.979
46.63	-0.082	0.994
47.18	-0.076	0.985
47.73	-0.074	0.982
48.28	-0.076	0.991
48.83	-0.067	0.991
49.39	-0.067	0.988
49.94	-0.071	0.997
50.49	-0.064	1.000
51.04	-0.057	0.994
51.59	-0.047	1.000
52.15	-0.036	1.005
52.71	-0.040	1.000
53.26	-0.035	0.994
53.81	-0.033	0.994
54.36	-0.027	0.997
54.91	-0.024	0.991
55.47	-0.021	1.005
56.02	-0.020	1.002
56.57	-0.018	1.000
57.12	-0.018	1.008
57.67	-0.013	1.002
58.23	-0.007	1.008
58.78	-0.002	1.000
59.33	0.006	1.011
59.89	0.004	1.005
60.44	0.008	1.005
60.99	0.015	1.017
61.55	0.021	1.025
62.11	0.019	1.017
62.66	0.024	1.017
63.21	0.032	1.014
63.76	0.038	1.020
64.31	0.045	1.002
64.87	0.047	1.011
65.42	0.047	1.017
65.97	0.048	1.005
66.52	0.057	1.023
67.07	0.064	1.028
67.63	0.066	1.008
68.18	0.074	1.020
68.73	0.084	1.017
69.28	0.089	1.040
69.83	0.094	1.034
70.39	0.098	1.017
70.94	0.105	1.020
71.49	0.111	1.023
72.04	0.116	1.023
72.59	0.125	1.031
73.15	0.133	1.023
73.71	0.135	1.025
74.26	0.138	1.031
74.81	0.144	1.023
75.36	0.151	1.020
75.91	0.159	1.031
76.47	0.164	1.031
77.03	0.161	1.023
77.58	0.169	1.034
78.13	0.176	1.028
78.68	0.183	1.034
79.23	0.186	1.028
79.79	0.191	1.028
80.34	0.194	1.037
80.89	0.201	1.034
81.44	0.206	1.040
81.99	0.211	1.028
82.55	0.218	1.040
83.10	0.225	1.025
83.65	0.228	1.043
84.21	0.229	1.034
84.76	0.235	1.031
85.31	0.237	1.028
85.87	0.245	1.028
86.42	0.253	1.034
86.98	0.251	1.037
87.53	0.260	1.048
88.08	0.268	1.045
88.63	0.274	1.040
89.19	0.278	1.037
89.74	0.282	1.031
90.29	0.284	1.048
90.84	0.286	1.045
91.39	0.289	1.040
91.95	0.296	1.045
92.50	0.302	1.040
93.05	0.308	1.040
93.61	0.314	1.045
94.16	0.320	1.054
94.71	0.326	1.048
95.27	0.329	1.060
95.82	0.340	1.048
96.35	0.344	1.048
96.91	0.346	1.045
97.46	0.349	1.051
98.01	0.350	1.051
98.56	0.358	1.060
99.11	0.363	1.043
99.67	0.373	1.054
100.22	0.385	1.057
100.77	0.396	1.054
101.32	0.400	1.071
101.87	0.407	1.066
102.43	0.401	1.060
102.98	0.396	1.060
103.53	0.403	1.063
104.08	0.405	1.068
104.63	0.416	1.066
105.19	0.427	1.068
105.74	0.431	1.068
106.29	0.436	1.063
106.84	0.439	1.068
107.39	0.441	1.074
107.95	0.445	1.066
108.50	0.450	1.066
109.05	0.454	1.077
109.60	0.459	1.077
110.15	0.467	1.066
110.71	0.476	1.071
111.26	0.481	1.071
111.81	0.487	1.071
112.36	0.491	1.077
112.91	0.500	1.074
113.47	0.506	1.077
114.02	0.516	1.077
114.57	0.524	1.074
115.12	0.539	1.091
115.67	0.552	1.080
116.23	0.558	1.074
116.78	0.562	1.071
117.33	0.570	1.074
117.88	0.568	1.091
118.43	0.571	1.083
118.99	0.576	1.077
119.54	0.583	1.077
120.09	0.607	1.074
120.64	0.619	1.080
121.18	0.620	1.077
121.74	0.627	1.080
122.29	0.638	1.071
122.84	0.645	1.086
123.39	0.658	1.080
123.95	0.660	1.077
124.50	0.666	1.074
125.05	0.664	1.083
125.60	0.665	1.080
126.15	0.667	1.083
126.71	0.671	1.086
127.26	0.677	1.074
127.81	0.682	1.083
128.36	0.687	1.083
128.91	0.693	1.086
129.47	0.695	1.089
130.02	0.697	1.094
130.57	0.700	1.083
131.12	0.701	1.097
131.68	0.703	1.097
132.23	0.708	1.097
132.78	0.715	1.094
133.34	0.724	1.097
133.89	0.727	1.091
134.44	0.726	1.100
134.99	0.732	1.091
135.55	0.735	1.089
136.10	0.741	1.091
136.65	0.745	1.103
137.20	0.749	1.091
137.75	0.750	1.109
138.29	0.745	1.099
138.84	0.740	1.089
139.39	0.745	1.097
139.95	0.747	1.106
140.50	0.754	1.100
141.05	0.766	1.103
141.60	0.774	1.109
142.15	0.782	1.106
142.71	0.815	1.117
143.27	0.829	1.112
143.82	0.842	1.097
144.37	0.850	1.103
144.92	0.854	1.117
145.48	0.855	1.114
146.03	0.857	1.120
146.59	0.862	1.114
147.14	0.869	1.106
147.69	0.873	1.112
148.24	0.875	1.120
148.79	0.877	1.112
149.35	0.883	1.114
149.91	0.896	1.114
150.46	0.904	1.114
151.01	0.907	1.117
151.56	0.910	1.120
152.11	0.913	1.123
152.67	0.912	1.114
153.22	0.918	1.112
153.77	0.925	1.114
154.32	0.930	1.114
154.88	0.929	1.117
155.43	0.937	1.117
155.99	0.948	1.120
156.54	0.948	1.120
157.09	0.966	1.126
157.64	0.965	1.126
158.20	0.967	1.123
158.75	0.973	1.123
159.31	0.981	1.129
159.86	0.980	1.123
160.41	0.964	1.114
160.96	0.958	1.129
161.51	0.959	1.120
162.07	0.960	1.123
162.62	0.966	1.126
163.17	0.968	1.120
163.73	0.975	1.126
164.27	0.979	1.126
164.82	0.982	1.132
165.37	0.989	1.126
165.92	0.991	1.126
166.47	0.997	1.123
167.03	1.003	1.123
167.58	1.008	1.120
168.13	1.013	1.117
168.68	1.019	1.129
169.23	1.025	1.137
169.79	1.027	1.129
170.34	1.028	1.135
170.89	1.032	1.126
171.44	1.039	1.123
171.99	1.044	1.129
172.55	1.050	1.126
173.10	1.059	1.126
173.65	1.076	1.135
174.20	1.077	1.126
174.75	1.082	1.135
175.31	1.087	1.132
175.87	1.094	1.129
176.42	1.100	1.137
176.97	1.103	1.132
177.52	1.109	1.155
178.12	1.107	1.147
178.67	1.078	1.135
179.32	1.072	1.145
179.96	1.071	1.128
180.52	1.076	1.141
181.08	1.078	1.151
181.64	1.082	1.143
182.19	1.085	1.152
182.75	1.096	1.141
183.31	1.097	1.143
183.87	1.097	1.140
184.41	1.098	1.141
184.96	1.101	1.149
185.51	1.107	1.143
186.07	1.113	1.152
186.62	1.118	1.149
187.17	1.122	1.146
187.73	1.128	1.152
188.27	1.131	1.146
188.81	1.135	1.154
189.35	1.139	1.160
189.91	1.146	1.149
190.46	1.148	1.155
191.01	1.153	1.163
191.56	1.153	1.166
192.12	1.161	1.166
192.68	1.168	1.166
193.23	1.173	1.158
193.78	1.177	1.163
194.34	1.189	1.161
194.88	1.192	1.163
195.43	1.216	1.169
195.99	1.228	1.155
196.54	1.241	1.166
197.09	1.244	1.169
197.64	1.252	1.163
198.19	1.253	1.166
198.75	1.253	1.163
199.30	1.256	1.169
199.85	1.256	1.169
200.40	1.264	1.163
200.95	1.264	1.169
201.51	1.272	1.169
202.06	1.277	1.160
202.61	1.280	1.175
203.16	1.286	1.172
203.71	1.296	1.166
204.27	1.296	1.158
204.82	1.297	1.166
205.37	1.299	1.169
205.92	1.305	1.166
206.47	1.305	1.169
207.03	1.301	1.178
207.59	1.290	1.178
208.14	1.287	1.169
208.69	1.294	1.169
209.24	1.295	1.166
209.79	1.301	1.172
210.34	1.315	1.172
210.89	1.321	1.178
211.44	1.329	1.178
211.99	1.336	1.175
212.55	1.342	1.178
213.10	1.350	1.178
213.67	1.361	1.182
214.30	1.380	1.182
214.85	1.413	1.180
215.39	1.434	1.169
215.95	1.444	1.178
216.50	1.450	1.175
217.05	1.455	1.180
217.60	1.458	1.180
218.15	1.459	1.180
218.71	1.460	1.172
219.26	1.463	1.178
219.81	1.467	1.178
220.36	1.463	1.178
220.91	1.462	1.180
221.47	1.455	1.180
222.02	1.444	1.172
222.57	1.433	1.180
223.12	1.417	1.195
223.67	1.411	1.180
224.21	1.399	1.187
224.78	1.392	1.198
225.33	1.396	1.183
225.88	1.391	1.195
226.43	1.399	1.192
226.99	1.401	1.201
227.54	1.408	1.189
228.09	1.425	1.187
228.65	1.425	1.189
229.20	1.435	1.180
229.75	1.444	1.201
230.31	1.451	1.192
230.86	1.458	1.195
231.41	1.466	1.201
231.96	1.473	1.198
232.51	1.493	1.209
233.07	1.495	1.198
233.62	1.509	1.206
234.17	1.511	1.212
234.72	1.515	1.209
235.27	1.523	1.201
235.83	1.531	1.206
236.41	1.535	1.208
236.96	1.542	1.206
237.51	1.545	1.203
238.07	1.554	1.209
238.63	1.560	1.212
239.19	1.567	1.212
239.74	1.574	1.212
240.30	1.576	1.213
240.85	1.589	1.218
241.40	1.591	1.217
242.02	1.601	1.221
242.56	1.607	1.230
243.13	1.614	1.211
243.70	1.622	1.208
244.24	1.621	1.221
244.79	1.634	1.215
245.35	1.639	1.221
245.88	1.645	1.221
246.43	1.654	1.218
246.99	1.658	1.218
247.55	1.667	1.209
248.10	1.675	1.229
248.65	1.675	1.215
249.19	1.688	1.221
249.73	1.692	1.218
250.27	1.702	1.218
250.83	1.714	1.226
251.38	1.722	1.232
251.93	1.735	1.224
252.48	1.737	1.221
253.06	1.742	1.227
253.61	1.752	1.215
254.16	1.758	1.229
254.70	1.762	1.221
255.30	1.768	1.227
255.85	1.773	1.224
256.40	1.777	1.224
256.94	1.784	1.231
257.49	1.792	1.224
258.07	1.797	1.224
258.60	1.803	1.227
259.14	1.809	1.227
259.71	1.816	1.221
260.27	1.821	1.221
260.81	1.829	1.226
261.35	1.835	1.224
261.90	1.843	1.218
262.44	1.847	1.224
262.99	1.850	1.229
263.53	1.855	1.238
264.07	1.859	1.226
264.62	1.868	1.226
265.16	1.875	1.232
265.71	1.876	1.226
266.25	1.889	1.229
266.79	1.890	1.224
267.33	1.896	1.233
267.86	1.909	1.227
268.41	1.918	1.232
268.95	1.920	1.232
269.50	1.929	1.221
270.06	1.933	1.232
270.62	1.941	1.244
271.16	1.950	1.241
271.71	1.963	1.232
272.25	1.967	1.238
272.79	1.976	1.235
273.34	1.977	1.232
273.87	1.984	1.230
274.43	1.989	1.247
274.99	1.995	1.229
275.53	2.001	1.235
276.08	2.007	1.252
276.62	2.011	1.241
277.16	2.014	1.247
277.71	2.022	1.241
278.25	2.029	1.241
278.79	2.035	1.244
279.35	2.042	1.249
279.91	2.045	1.255
280.45	2.055	1.241
280.99	2.056	1.255
281.54	2.066	1.252
282.08	2.073	1.264
282.63	2.079	1.267
283.17	2.084	1.252
283.71	2.086	1.258
284.26	2.096	1.267
284.80	2.100	1.255
285.35	2.107	1.258
285.89	2.122	1.261
286.43	2.126	1.264
286.98	2.131	1.258
287.52	2.140	1.258
288.07	2.149	1.258
288.61	2.155	1.264
289.15	2.161	1.264
289.70	2.171	1.270
290.24	2.175	1.270
290.79	2.192	1.270
291.33	2.188	1.270
291.87	2.192	1.264
292.42	2.200	1.272
292.96	2.201	1.275
293.51	2.207	1.264
294.05	2.212	1.272
294.59	2.217	1.275
295.14	2.224	1.267
295.68	2.228	1.267
296.23	2.234	1.278
296.77	2.239	1.270
297.31	2.243	1.270
297.86	2.252	1.267
298.40	2.257	1.270
298.95	2.264	1.270
299.49	2.267	1.270
300.03	2.276	1.270
300.58	2.277	1.272
301.12	2.286	1.270
301.67	2.287	1.270
302.21	2.298	1.270
302.75	2.305	1.278
303.30	2.307	1.275
303.84	2.318	1.270
304.39	2.318	1.272
304.93	2.327	1.267
305.47	2.332	1.272
306.02	2.344	1.284
306.56	2.351	1.281
307.11	2.357	1.270
307.66	2.364	1.278
308.20	2.369	1.275
308.75	2.377	1.281
309.29	2.384	1.287
309.83	2.390	1.272
310.38	2.396	1.290
310.92	2.397	1.281
311.47	2.405	1.295
312.01	2.410	1.295
312.55	2.418	1.284
313.10	2.423	1.293
313.64	2.427	1.278
314.19	2.437	1.293
314.73	2.437	1.290
315.27	2.447	1.295
315.83	2.454	1.284
316.37	2.456	1.295
316.91	2.467	1.301
317.46	2.473	1.298
318.00	2.473	1.295
318.55	2.482	1.295
319.09	2.487	1.295
319.63	2.488	1.295
320.18	2.499	1.293
320.72	2.506	1.298
321.27	2.507	1.313
321.81	2.515	1.310
322.35	2.523	1.315
322.90	2.526	1.313
323.44	2.532	1.310
323.99	2.548	1.304
324.54	2.551	1.310
325.09	2.553	1.304
325.63	2.560	1.313
326.18	2.567	1.315
326.72	2.577	1.310
327.27	2.584	1.321
327.82	2.591	1.318
328.37	2.593	1.307
328.92	2.599	1.310
329.47	2.608	1.313
330.03	2.610	1.315
330.58	2.615	1.330
331.13	2.621	1.315
331.68	2.628	1.315
332.23	2.632	1.327
332.78	2.637	1.315
333.32	2.650	1.324
333.87	2.653	1.330
334.41	2.659	1.321
334.95	2.663	1.313
335.50	2.668	1.313
336.04	2.676	1.321
336.59	2.683	1.321
337.13	2.688	1.315
337.67	2.695	1.321
338.22	2.700	1.327
338.76	2.704	1.330
339.31	2.713	1.315
339.85	2.715	1.318
340.39	2.720	1.318
340.94	2.724	1.321
341.48	2.732	1.324
342.03	2.741	1.330
342.57	2.746	1.333
343.11	2.755	1.315
343.66	2.763	1.341
344.20	2.765	1.330
344.75	2.771	1.330
345.29	2.778	1.341
345.83	2.783	1.341
346.38	2.788	1.333
346.92	2.791	1.333
347.47	2.801	1.338
348.01	2.806	1.341
348.55	2.809	1.341
349.10	2.815	1.353
349.64	2.820	1.344
350.19	2.828	1.338
350.73	2.830	1.344
351.27	2.842	1.336
351.81	2.847	1.343
352.36	2.850	1.343
352.91	2.858	1.361
353.47	2.862	1.336
354.02	2.866	1.347
354.57	2.872	1.359
355.12	2.874	1.344
355.67	2.886	1.361
356.23	2.888	1.350
356.78	2.893	1.356
357.33	2.899	1.361
357.88	2.905	1.364
358.43	2.914	1.353
358.99	2.920	1.353
359.54	2.927	1.379
360.09	2.933	1.361
360.64	2.937	1.361
361.19	2.943	1.364
361.75	2.945	1.361
362.30	2.951	1.356
362.85	2.951	1.361
363.40	2.962	1.364
363.95	2.962	1.350
364.51	2.964	1.364
365.06	2.966	1.367
365.61	2.967	1.359
366.16	2.972	1.364
366.71	2.973	1.359
367.27	2.974	1.364
367.82	2.979	1.367
368.37	2.976	1.370
368.92	2.976	1.361
369.47	2.978	1.364
370.03	2.980	1.356
370.58	2.984	1.350
371.13	2.984	1.370
371.68	2.990	1.361
372.23	2.995	1.370
372.79	2.990	1.356
373.34	2.990	1.367
373.89	2.991	1.361
374.44	2.991	1.361
374.99	2.995	1.370
375.55	2.997	1.367
376.10	3.000	1.359
376.65	2.999	1.359
377.20	3.002	1.364
377.75	3.002	1.367
378.31	3.003	1.367
378.86	3.005	1.364
379.41	3.008	1.367
379.96	3.005	1.364
380.51	3.012	1.353
381.07	3.011	1.370
381.62	3.018	1.370
382.17	3.016	1.370
382.73	3.022	1.367
383.28	3.024	1.364
383.83	3.027	1.367
384.39	3.033	1.361
384.94	3.034	1.367
385.49	3.042	1.373
386.04	3.041	1.367
386.59	3.049	1.370
387.15	3.049	1.373
387.68	3.054	1.364
388.24	3.058	1.364
388.79	3.056	1.376
389.35	3.064	1.379
389.90	3.064	1.373
390.45	3.069	1.367
391.00	3.075	1.367
391.55	3.072	1.373
392.09	3.081	1.364
392.64	3.085	1.370
393.18	3.084	1.373
393.72	3.093	1.367
394.27	3.094	1.376
394.83	3.094	1.367
395.38	3.101	1.367
395.93	3.100	1.370
396.49	3.102	1.370
397.05	3.108	1.370
397.60	3.108	1.370
398.15	3.112	1.376
398.71	3.119	1.370
399.26	3.119	1.376
399.85	3.123	1.367
400.39	3.127	1.373
400.95	3.128	1.367
401.51	3.138	1.373
402.07	3.136	1.370
402.63	3.141	1.376
403.18	3.146	1.379
403.73	3.146	1.379
404.32	3.154	1.384
404.86	3.154	1.376
405.42	3.161	1.382
405.97	3.165	1.382
406.52	3.167	1.379
407.07	3.170	1.387
407.63	3.172	1.382
408.19	3.177	1.384
408.74	3.183	1.387
409.46	3.188	1.378
410.02	3.191	1.387
410.58	3.194	1.376
411.13	3.199	1.390
411.69	3.203	1.382
412.25	3.209	1.396
412.79	3.210	1.398
413.34	3.213	1.384
414.06	3.221	1.388
414.79	3.223	1.390
415.32	3.229	1.389
415.88	3.234	1.405
416.43	3.236	1.390
416.99	3.244	1.407
417.57	3.245	1.407
418.12	3.255	1.399
418.67	3.253	1.396
419.23	3.256	1.399
419.79	3.261	1.402
420.34	3.263	1.399
420.89	3.272	1.405
421.44	3.282	1.405
421.99	3.282	1.390
422.55	3.287	1.384
423.10	3.291	1.405
423.65	3.302	1.396
424.20	3.307	1.399
424.75	3.313	1.393
425.31	3.315	1.410
425.86	3.317	1.413
426.41	3.319	1.413
426.96	3.324	1.405
427.51	3.327	1.407
428.07	3.332	1.413
428.63	3.334	1.402
429.18	3.336	1.407
429.73	3.337	1.410
430.28	3.341	1.413
430.83	3.344	1.413
431.39	3.345	1.413
431.94	3.350	1.407
432.49	3.353	1.410
433.04	3.361	1.407
433.60	3.360	1.410
434.14	3.369	1.416
434.68	3.369	1.410
435.23	3.372	1.416
435.77	3.374	1.413
436.31	3.379	1.416
436.86	3.386	1.413
437.40	3.386	1.413
437.95	3.397	1.405
438.49	3.396	1.416
439.03	3.404	1.419
439.58	3.406	1.425
440.13	3.411	1.413
440.67	3.414	1.416
441.22	3.417	1.419
441.76	3.422	1.410
442.31	3.424	1.416
442.85	3.432	1.413
443.39	3.437	1.422
443.94	3.439	1.410
444.48	3.447	1.416
445.03	3.448	1.413
445.57	3.455	1.419
446.11	3.460	1.419
446.66	3.461	1.419
447.20	3.472	1.425
447.75	3.472	1.428
448.29	3.480	1.428
448.83	3.486	1.425
449.38	3.486	1.419
449.92	3.494	1.428
450.47	3.495	1.425
451.01	3.502	1.425
451.55	3.506	1.410
452.10	3.509	1.416
452.63	3.515	1.413
453.18	3.524	1.413
453.78	3.520	1.410
454.42	3.534	1.426
454.96	3.534	1.425
455.51	3.537	1.425
456.05	3.550	1.439
456.59	3.549	1.428
457.14	3.553	1.428
457.68	3.567	1.419
458.23	3.566	1.416
458.81	3.569	1.430
459.36	3.579	1.422
459.91	3.581	1.436
460.45	3.583	1.430
460.99	3.595	1.419
461.54	3.597	1.430
462.08	3.600	1.430
462.63	3.611	1.425
463.17	3.612	1.413
463.71	3.616	1.436
464.27	3.622	1.439
464.89	3.627	1.430
465.43	3.639	1.434
465.98	3.639	1.436
466.52	3.646	1.448
467.07	3.651	1.439
467.61	3.655	1.430
468.15	3.658	1.433
468.70	3.665	1.436
469.24	3.667	1.448
469.79	3.678	1.450
470.33	3.680	1.436
470.87	3.686	1.445
471.42	3.690	1.445
471.96	3.694	1.450
472.51	3.699	1.465
473.05	3.704	1.445
473.59	3.712	1.445
474.14	3.718	1.445
474.68	3.720	1.448
475.23	3.725	1.462
475.78	3.726	1.450
476.35	3.730	1.462
476.97	3.735	1.461
477.59	3.740	1.468
478.14	3.747	1.456
478.68	3.751	1.453
479.24	3.759	1.448
479.78	3.760	1.465
480.32	3.767	1.456
480.88	3.771	1.465
481.45	3.775	1.456
481.99	3.784	1.450
482.54	3.789	1.465
483.08	3.803	1.459
483.63	3.806	1.462
484.17	3.818	1.465
484.71	3.830	1.454
485.25	3.832	1.459
485.79	3.834	1.459
486.34	3.835	1.462
486.88	3.839	1.462
487.43	3.842	1.465
487.97	3.849	1.473
488.51	3.853	1.465
489.06	3.857	1.471
489.60	3.863	1.468
490.15	3.867	1.465
490.72	3.872	1.468
491.26	3.876	1.459
491.80	3.880	1.468
492.35	3.881	1.459
492.89	3.887	1.473
493.43	3.890	1.465
493.98	3.893	1.479
494.52	3.901	1.471
495.07	3.903	1.468
495.61	3.910	1.473
496.15	3.910	1.479
496.70	3.918	1.476
497.26	3.922	1.465
497.80	3.928	1.479
498.35	3.934	1.465
498.89	3.936	1.468
499.43	3.945	1.465
499.98	3.946	1.468
500.52	3.957	1.471
501.07	3.957	1.468
501.61	3.964	1.479
502.16	3.969	1.482
502.71	3.973	1.485
503.25	3.981	1.482
503.79	3.985	1.479
504.34	3.994	1.496
504.88	3.997	1.488
505.43	3.998	1.488
505.97	4.011	1.496
506.51	4.012	1.491
507.06	4.020	1.485
507.60	4.027	1.482
508.15	4.029	1.496
508.69	4.036	1.496
509.23	4.038	1.494
509.89	4.041	1.497
510.63	4.047	1.477
511.18	4.056	1.491
511.72	4.061	1.494
512.27	4.065	1.499
512.81	4.072	1.499
513.35	4.075	1.488
513.90	4.080	1.505
514.44	4.093	1.508
514.99	4.092	1.499
515.53	4.096	1.496
516.07	4.106	1.502
516.62	4.107	1.511
517.16	4.114	1.508
517.71	4.119	1.511
518.26	4.120	1.496
518.80	4.127	1.505
519.35	4.132	1.514
519.89	4.135	1.505
520.43	4.143	1.514
520.98	4.150	1.514
521.52	4.150	1.499
522.07	4.158	1.511
522.61	4.160	1.508
523.15	4.169	1.505
523.71	4.167	1.514
524.25	4.172	1.502
524.79	4.185	1.502
525.34	4.189	1.502
525.88	4.184	1.511
526.43	4.199	1.496
526.97	4.192	1.505
527.51	4.202	1.511
528.06	4.209	1.514
528.60	4.210	1.519
529.15	4.218	1.511
529.69	4.224	1.505
530.23	4.223	1.511
530.78	4.234	1.511
531.32	4.232	1.514
531.87	4.238	1.517
532.41	4.253	1.511
532.95	4.246	1.514
533.50	4.260	1.517
534.06	4.258	1.511
534.59	4.254	1.526
535.14	4.258	1.508
535.68	4.279	1.514
536.23	4.272	1.519
536.77	4.282	1.519
537.31	4.291	1.531
537.86	4.282	1.514
538.40	4.303	1.522
538.95	4.299	1.517
539.49	4.302	1.517
540.03	4.316	1.517
540.59	4.312	1.511
541.13	4.339	1.517
541.67	4.343	1.519
542.22	4.350	1.528
542.79	4.346	1.511
543.33	4.353	1.528
543.87	4.356	1.517
544.42	4.363	1.525
544.96	4.363	1.514
545.51	4.353	1.517
546.05	4.368	1.519
546.65	4.374	1.522
547.23	4.362	1.523
547.77	4.381	1.522
548.31	4.399	1.534
548.86	4.382	1.522
549.40	4.395	1.534
549.95	4.405	1.528
550.49	4.390	1.528
551.03	4.412	1.519
551.58	4.408	1.522
552.12	4.404	1.519
552.67	4.430	1.528
553.21	4.410	1.525
553.76	4.430	1.528
554.31	4.420	1.522
554.85	4.444	1.534
555.39	4.429	1.522
555.94	4.447	1.525
556.48	4.455	1.540
557.03	4.445	1.522
557.57	4.471	1.542
558.11	4.463	1.525
558.66	4.463	1.545
559.20	4.477	1.542
559.75	4.469	1.540
560.29	4.492	1.554
560.83	4.490	1.531
561.38	4.488	1.545
561.92	4.501	1.534
562.47	4.510	1.542
563.01	4.495	1.548
563.55	4.514	1.540
564.10	4.521	1.545
564.64	4.509	1.542
565.19	4.538	1.548
565.73	4.522	1.548
566.27	4.543	1.545
566.82	4.544	1.551
567.36	4.533	1.542
567.91	4.560	1.545
568.45	4.558	1.545
568.99	4.552	1.551
569.54	4.574	1.548
570.08	4.558	1.551
570.63	4.582	1.565
571.17	4.581	1.554
571.71	4.571	1.557
572.26	4.594	1.554
572.80	4.597	1.557
573.35	4.586	1.545
573.89	4.611	1.565
574.43	4.614	1.562
574.98	4.601	1.554
575.52	4.617	1.557
576.07	4.610	1.557
576.61	4.637	1.560
577.15	4.634	1.560
577.70	4.628	1.562
578.24	4.645	1.554
578.79	4.649	1.562
579.33	4.634	1.557
579.87	4.652	1.557
580.42	4.662	1.560
580.96	4.652	1.568
581.51	4.664	1.557
582.05	4.662	1.560
582.59	4.686	1.551
583.14	4.681	1.562
583.68	4.671	1.562
584.23	4.693	1.560
584.77	4.699	1.557
585.31	4.684	1.562
585.87	4.670	1.562
586.47	4.695	1.557
587.02	4.707	1.554
587.57	4.725	1.560
588.12	4.725	1.562
588.67	4.737	1.565
589.23	4.734	1.565
589.78	4.745	1.560
590.33	4.730	1.571
590.88	4.733	1.565
591.43	4.735	1.565
591.99	4.762	1.571
592.54	4.762	1.562
593.09	4.772	1.560
593.64	4.772	1.568
594.19	4.781	1.560
594.75	4.777	1.568
595.30	4.774	1.568
595.85	4.777	1.562
596.40	4.780	1.562
596.96	4.799	1.565
597.51	4.793	1.560
598.07	4.814	1.568
598.62	4.817	1.560
599.17	4.836	1.574
599.71	4.837	1.566
600.26	4.836	1.571
600.81	4.853	1.565
601.36	4.845	1.571
601.91	4.837	1.568
602.47	4.839	1.574
603.02	4.839	1.565
603.57	4.850	1.568
604.12	4.870	1.568
604.67	4.866	1.574
605.23	4.876	1.565
605.78	4.872	1.568
606.33	4.877	1.568
606.88	4.868	1.577
607.43	4.866	1.574
607.99	4.869	1.557
608.54	4.892	1.574
609.09	4.889	1.562
609.64	4.898	1.568
610.19	4.904	1.585
610.75	4.905	1.571
611.30	4.914	1.574
611.85	4.899	1.574
612.40	4.899	1.571
612.95	4.911	1.565
613.51	4.928	1.571
614.06	4.927	1.580
614.61	4.941	1.580
615.16	4.938	1.577
615.71	4.947	1.571
616.27	4.951	1.580
616.82	4.938	1.583
617.37	4.939	1.583
617.92	4.943	1.574
618.47	4.957	1.585
619.03	4.965	1.588
619.58	4.973	1.585
620.13	4.964	1.574
620.68	4.984	1.577
621.23	4.975	1.594
621.79	4.967	1.588
622.34	4.975	1.583
622.89	4.973	1.574
623.44	4.995	1.588
623.99	5.001	1.583
624.55	5.009	1.585
625.10	5.008	1.594
625.65	5.017	1.574
626.20	5.012	1.600
626.75	5.001	1.580
627.31	5.011	1.588
627.86	5.016	1.585
628.41	5.026	1.594
628.96	5.042	1.588
629.51	5.040	1.597
630.07	5.042	1.597
630.62	5.055	1.591
631.17	5.037	1.588
631.73	5.036	1.600
632.28	5.068	1.603
632.84	5.065	1.591
633.39	5.076	1.588
633.95	5.073	1.585
634.50	5.084	1.597
635.06	5.068	1.591
635.61	5.073	1.603
636.16	5.097	1.594
636.71	5.095	1.603
637.27	5.099	1.603
