Neel Temperature Data File
Tuesday, November 24, 2015 - 9:53 AM

Time (S)	Wheatstone (mV)	Temp (mV)
2.30	0.078	0.820
4.36	0.088	0.820
6.41	0.097	0.815
8.47	0.100	0.818
10.52	0.107	0.815
12.57	0.108	0.816
14.61	0.053	0.816
16.67	0.038	0.818
18.73	0.039	0.817
20.77	0.039	0.819
22.82	0.034	0.816
24.87	0.032	0.816
26.92	0.037	0.819
28.97	0.043	0.815
31.01	0.041	0.818
33.06	0.041	0.817
35.11	0.088	0.817
37.17	0.125	0.819
39.22	0.126	0.816
41.28	0.128	0.820
43.33	0.127	0.814
45.39	0.127	0.815
47.45	0.129	0.817
49.50	0.128	0.816
51.56	0.129	0.815
53.61	0.130	0.816
55.67	0.132	0.817
57.73	0.131	0.818
59.78	0.137	0.818
61.84	0.141	0.817
63.89	0.149	0.815
65.96	0.152	0.817
67.99	0.151	0.817
70.05	0.147	0.818
72.10	0.158	0.817
74.16	0.161	0.818
76.21	0.157	0.816
78.27	0.157	0.817
80.33	0.154	0.816
82.38	0.154	0.819
84.44	0.152	0.814
86.49	0.155	0.816
88.55	0.159	0.818
90.61	0.154	0.815
92.66	0.152	0.815
94.72	0.149	0.817
96.77	0.156	0.817
98.83	0.171	0.818
100.88	0.169	0.813
102.94	0.166	0.817
105.00	0.165	0.816
107.05	0.164	0.818
109.11	0.164	0.816
111.17	0.164	0.819
113.22	0.171	0.813
115.28	0.174	0.818
117.33	0.168	0.817
119.39	0.171	0.818
121.44	0.172	0.819
123.50	0.169	0.816
125.56	0.167	0.818
127.61	0.164	0.816
129.67	0.164	0.818
131.73	0.163	0.818
133.78	0.163	0.816
135.84	0.159	0.816
137.89	0.163	0.817
139.95	0.170	0.816
142.01	0.171	0.816
144.06	0.165	0.818
146.12	0.171	0.818
148.17	0.168	0.817
150.23	0.165	0.818
152.29	0.164	0.816
154.34	0.162	0.818
156.40	0.160	0.819
158.45	0.159	0.819
160.51	0.159	0.821
162.57	0.158	0.818
164.62	0.156	0.820
166.68	0.163	0.815
168.73	0.160	0.819
170.79	0.157	0.817
172.84	0.161	0.820
174.90	0.159	0.815
176.96	0.158	0.820
179.01	0.155	0.820
181.07	0.153	0.818
183.13	0.151	0.818
185.18	0.150	0.818
187.24	0.150	0.820
189.29	0.147	0.819
191.35	0.147	0.822
193.41	0.154	0.816
195.46	0.154	0.822
197.52	0.149	0.821
199.57	0.150	0.818
201.63	0.149	0.821
203.69	0.148	0.820
205.74	0.145	0.822
207.80	0.144	0.821
209.85	0.144	0.821
211.91	0.142	0.821
213.97	0.141	0.821
216.02	0.138	0.821
218.08	0.137	0.821
220.13	0.142	0.821
222.19	0.143	0.822
224.24	0.139	0.822
226.30	0.141	0.822
228.36	0.138	0.822
230.41	0.136	0.821
232.47	0.134	0.823
234.53	0.133	0.823
236.58	0.130	0.821
238.64	0.128	0.823
240.69	0.127	0.827
242.75	0.123	0.824
244.81	0.124	0.822
246.86	0.128	0.827
248.92	0.128	0.825
250.97	0.124	0.828
253.03	0.126	0.828
255.09	0.123	0.830
257.14	0.121	0.831
259.20	0.116	0.830
261.25	0.113	0.831
263.31	0.111	0.831
265.37	0.109	0.830
267.42	0.108	0.831
269.48	0.104	0.831
271.53	0.104	0.834
273.59	0.107	0.833
275.65	0.106	0.834
277.70	0.102	0.833
279.76	0.101	0.835
281.81	0.095	0.835
283.87	0.090	0.833
285.93	0.085	0.834
287.98	0.081	0.836
290.04	0.077	0.835
292.09	0.074	0.834
294.15	0.070	0.835
296.20	0.067	0.834
298.26	0.065	0.837
300.32	0.068	0.835
302.37	0.067	0.836
304.43	0.061	0.836
306.49	0.060	0.836
308.54	0.055	0.840
310.60	0.050	0.838
312.65	0.046	0.839
314.71	0.042	0.838
316.77	0.038	0.843
318.82	0.033	0.840
320.88	0.028	0.839
322.93	0.024	0.842
324.99	0.022	0.846
327.05	0.024	0.844
329.10	0.023	0.846
331.16	0.018	0.848
333.19	0.015	0.848
335.25	0.010	0.849
337.30	0.006	0.848
339.36	0.001	0.849
341.41	-0.004	0.851
343.45	-0.010	0.853
345.50	-0.013	0.851
347.56	-0.017	0.851
349.61	-0.021	0.849
351.67	-0.022	0.852
353.73	-0.021	0.852
355.78	-0.023	0.858
357.84	-0.029	0.856
359.89	-0.032	0.858
361.95	-0.037	0.856
364.00	-0.043	0.859
366.06	-0.049	0.863
368.12	-0.056	0.864
370.17	-0.060	0.863
372.23	-0.063	0.866
374.26	-0.070	0.864
376.32	-0.074	0.867
378.37	-0.074	0.869
380.43	-0.073	0.872
382.48	-0.077	0.867
384.54	-0.085	0.870
386.60	-0.089	0.868
388.65	-0.096	0.871
390.71	-0.103	0.872
392.77	-0.108	0.872
394.82	-0.113	0.877
396.88	-0.117	0.877
398.93	-0.122	0.879
400.99	-0.129	0.880
403.05	-0.134	0.880
405.10	-0.136	0.880
407.16	-0.135	0.879
409.21	-0.140	0.880
411.27	-0.160	0.882
413.33	-0.163	0.883
415.38	-0.170	0.883
417.44	-0.175	0.883
419.49	-0.181	0.886
421.53	-0.188	0.886
423.58	-0.192	0.885
425.64	-0.197	0.889
427.69	-0.203	0.893
429.73	-0.208	0.893
431.78	-0.210	0.893
433.84	-0.212	0.894
435.89	-0.212	0.895
437.95	-0.205	0.895
440.01	-0.210	0.896
442.06	-0.216	0.897
444.12	-0.225	0.896
446.17	-0.230	0.897
448.23	-0.236	0.901
450.29	-0.242	0.901
452.34	-0.249	0.902
454.40	-0.254	0.901
456.45	-0.260	0.904
458.51	-0.278	0.906
460.54	-0.312	0.904
462.60	-0.320	0.910
464.65	-0.331	0.907
466.71	-0.336	0.911
468.76	-0.343	0.910
470.82	-0.349	0.916
472.88	-0.355	0.918
474.93	-0.362	0.917
476.99	-0.368	0.918
479.05	-0.373	0.920
481.10	-0.378	0.923
483.13	-0.383	0.923
485.19	-0.378	0.922
487.24	-0.364	0.926
489.30	-0.366	0.924
491.36	-0.379	0.927
493.41	-0.382	0.931
495.47	-0.389	0.930
497.53	-0.394	0.933
499.58	-0.399	0.935
501.64	-0.406	0.934
503.70	-0.410	0.935
505.76	-0.415	0.936
507.81	-0.420	0.936
509.87	-0.423	0.937
511.93	-0.427	0.938
513.98	-0.424	0.940
516.04	-0.409	0.939
518.09	-0.457	0.941
520.13	-0.486	0.944
522.18	-0.491	0.948
524.24	-0.496	0.949
526.29	-0.502	0.951
528.33	-0.507	0.950
530.38	-0.512	0.950
532.44	-0.517	0.952
534.49	-0.521	0.952
536.55	-0.527	0.954
538.60	-0.531	0.954
540.66	-0.530	0.954
542.72	-0.490	0.955
544.77	-0.489	0.959
546.83	-0.504	0.963
548.89	-0.505	0.963
550.94	-0.510	0.967
553.00	-0.516	0.967
555.05	-0.521	0.966
557.11	-0.527	0.966
559.16	-0.532	0.968
561.22	-0.535	0.968
563.28	-0.538	0.973
565.33	-0.542	0.971
567.39	-0.544	0.979
569.45	-0.519	0.977
571.50	-0.518	0.979
573.56	-0.562	0.985
575.59	-0.571	0.980
577.65	-0.574	0.983
579.70	-0.578	0.988
581.76	-0.586	0.987
583.81	-0.589	0.992
585.87	-0.592	0.993
587.93	-0.595	0.993
589.98	-0.598	0.993
592.04	-0.600	0.995
594.09	-0.602	0.996
596.15	-0.598	0.997
598.21	-0.604	0.998
600.26	-0.613	1.000
602.32	-0.614	0.999
604.37	-0.616	1.003
606.43	-0.620	1.008
608.48	-0.624	1.009
610.54	-0.627	1.011
612.60	-0.631	1.011
614.65	-0.633	1.013
616.71	-0.635	1.014
618.77	-0.636	1.013
620.82	-0.638	1.016
622.88	-0.628	1.020
624.93	-0.626	1.023
626.99	-0.633	1.022
629.04	-0.633	1.025
631.10	-0.635	1.028
633.16	-0.635	1.030
635.21	-0.638	1.032
637.27	-0.639	1.035
639.33	-0.640	1.035
641.38	-0.640	1.038
643.44	-0.641	1.040
645.49	-0.642	1.041
647.55	-0.641	1.042
649.61	-0.629	1.043
651.66	-0.626	1.043
653.72	-0.631	1.048
655.77	-0.630	1.050
657.83	-0.629	1.054
659.89	-0.630	1.054
661.94	-0.631	1.053
664.00	-0.630	1.058
666.05	-0.629	1.056
668.11	-0.628	1.057
670.17	-0.627	1.060
672.22	-0.625	1.058
674.28	-0.623	1.063
676.33	-0.610	1.067
678.39	-0.603	1.066
680.44	-0.605	1.071
682.50	-0.604	1.070
684.56	-0.602	1.071
686.61	-0.599	1.073
688.67	-0.598	1.077
690.73	-0.594	1.076
692.78	-0.592	1.081
694.84	-0.588	1.080
696.89	-0.583	1.082
698.95	-0.579	1.085
701.01	-0.575	1.085
703.06	-0.562	1.091
705.12	-0.551	1.094
707.17	-0.547	1.095
709.23	-0.543	1.097
711.29	-0.538	1.097
713.34	-0.535	1.100
715.40	-0.531	1.103
717.45	-0.526	1.108
719.51	-0.520	1.106
721.57	-0.513	1.111
723.62	-0.506	1.112
725.68	-0.499	1.113
727.73	-0.494	1.114
729.79	-0.478	1.116
731.84	-0.465	1.117
733.90	-0.459	1.122
735.96	-0.452	1.121
738.01	-0.444	1.121
740.07	-0.436	1.125
742.13	-0.428	1.129
744.18	-0.420	1.129
746.24	-0.412	1.129
748.29	-0.404	1.131
750.35	-0.394	1.134
752.41	-0.383	1.137
754.46	-0.374	1.141
756.52	-0.355	1.141
758.57	-0.339	1.142
760.63	-0.327	1.145
762.69	-0.318	1.147
764.74	-0.307	1.152
766.80	-0.297	1.154
768.85	-0.287	1.156
770.91	-0.276	1.157
772.97	-0.264	1.158
775.02	-0.253	1.159
777.08	-0.240	1.162
779.13	-0.226	1.165
781.19	-0.214	1.166
783.25	-0.198	1.169
785.30	-0.184	1.171
787.36	-0.172	1.173
789.41	-0.148	1.172
791.47	-0.129	1.173
793.53	-0.114	1.173
795.58	-0.101	1.179
797.64	-0.084	1.176
799.69	-0.069	1.179
801.75	-0.058	1.186
803.80	-0.042	1.186
805.86	-0.027	1.187
807.92	-0.015	1.187
809.97	0.001	1.190
812.03	0.019	1.191
814.09	0.038	1.195
816.14	0.056	1.198
818.20	0.086	1.201
820.25	0.105	1.203
822.31	0.117	1.206
824.37	0.136	1.208
826.42	0.154	1.210
828.48	0.169	1.209
830.53	0.189	1.212
832.59	0.208	1.216
834.65	0.226	1.216
836.70	0.245	1.219
838.75	0.264	1.220
840.81	0.282	1.223
842.86	0.303	1.226
844.89	0.335	1.229
846.95	0.361	1.232
849.01	0.386	1.231
851.06	0.401	1.232
853.12	0.422	1.232
855.17	0.440	1.239
857.21	0.458	1.238
859.26	0.478	1.242
861.32	0.500	1.242
863.35	0.519	1.245
865.38	0.541	1.248
867.44	0.563	1.252
869.49	0.586	1.250
871.55	0.605	1.256
873.60	0.628	1.260
875.66	0.651	1.259
877.72	0.685	1.264
879.77	0.714	1.264
881.83	0.733	1.265
883.89	0.755	1.271
885.92	0.778	1.275
887.97	0.797	1.275
890.03	0.819	1.276
892.09	0.840	1.278
894.14	0.866	1.282
896.20	0.889	1.286
898.25	0.913	1.287
900.31	0.935	1.290
902.37	0.959	1.289
904.42	0.992	1.292
906.48	1.021	1.294
908.53	1.042	1.297
910.59	1.065	1.298
912.65	1.087	1.301
914.70	1.109	1.304
916.76	1.133	1.304
918.81	1.154	1.306
920.87	1.181	1.304
922.93	1.204	1.310
924.98	1.224	1.307
927.04	1.245	1.315
929.09	1.269	1.319
931.15	1.299	1.320
932.18	1.328	1.322
933.21	1.337	1.322
934.25	1.356	1.322
935.28	1.359	1.321
936.31	1.371	1.323
937.34	1.382	1.324
938.37	1.394	1.327
939.41	1.405	1.331
940.44	1.416	1.330
941.50	1.427	1.335
942.53	1.439	1.334
943.56	1.449	1.337
944.60	1.458	1.338
945.63	1.469	1.337
946.66	1.479	1.334
947.69	1.491	1.341
948.73	1.503	1.338
949.76	1.515	1.343
950.79	1.527	1.345
951.82	1.537	1.345
952.85	1.547	1.344
953.89	1.558	1.347
954.92	1.571	1.348
955.95	1.582	1.348
956.98	1.594	1.348
958.01	1.605	1.352
959.05	1.629	1.351
960.08	1.636	1.352
961.12	1.655	1.352
962.15	1.666	1.356
963.18	1.671	1.353
964.21	1.681	1.360
965.25	1.692	1.358
966.28	1.700	1.362
967.31	1.710	1.364
968.34	1.718	1.363
969.37	1.729	1.362
970.41	1.739	1.363
971.44	1.749	1.360
972.47	1.757	1.361
973.50	1.770	1.366
974.53	1.778	1.366
975.57	1.789	1.364
976.63	1.801	1.368
977.66	1.812	1.372
978.69	1.820	1.368
979.73	1.832	1.366
980.76	1.844	1.371
981.79	1.851	1.374
982.82	1.858	1.375
983.85	1.868	1.375
984.89	1.879	1.375
985.92	1.888	1.380
986.95	1.917	1.381
987.98	1.918	1.381
989.01	1.938	1.382
990.05	1.942	1.384
991.08	1.947	1.384
992.11	1.958	1.385
993.17	1.968	1.379
994.20	1.976	1.380
995.24	1.984	1.388
996.27	1.994	1.391
997.30	2.002	1.391
998.33	2.008	1.393
999.37	2.016	1.392
1000.40	2.026	1.395
1001.43	2.035	1.398
1002.46	2.044	1.399
1003.49	2.054	1.402
1004.53	2.065	1.393
1005.56	2.074	1.401
1006.59	2.082	1.404
1007.62	2.092	1.402
1008.65	2.101	1.404
1009.69	2.111	1.401
1010.72	2.119	1.405
1011.75	2.125	1.406
1012.78	2.135	1.408
1013.81	2.150	1.408
1014.85	2.169	1.408
1015.88	2.169	1.407
1016.91	2.193	1.410
1017.94	2.195	1.409
1018.97	2.197	1.415
1020.01	2.206	1.417
1021.04	2.216	1.416
1022.07	2.224	1.418
1023.10	2.231	1.418
1024.13	2.238	1.421
1025.17	2.245	1.422
1026.20	2.253	1.422
1027.23	2.263	1.419
1028.29	2.273	1.421
1029.36	2.282	1.420
1030.39	2.289	1.422
1031.42	2.298	1.426
1032.45	2.309	1.423
1033.49	2.317	1.423
1034.52	2.324	1.424
1035.55	2.332	1.424
1036.58	2.342	1.429
1037.61	2.350	1.431
1038.65	2.358	1.433
1039.68	2.369	1.429
1040.71	2.379	1.435
1041.74	2.401	1.437
1042.77	2.405	1.434
1043.81	2.412	1.438
1044.84	2.427	1.433
1045.87	2.417	1.437
1046.93	2.414	1.438
1047.96	2.409	1.438
1049.00	2.399	1.440
1050.03	2.386	1.447
1051.06	2.369	1.445
1052.09	2.356	1.444
1053.13	2.350	1.447
1054.16	2.350	1.441
1055.19	2.354	1.447
1056.22	2.358	1.450
1057.25	2.367	1.451
1058.29	2.378	1.451
1059.32	2.388	1.452
1060.35	2.398	1.455
1061.38	2.409	1.454
1062.41	2.420	1.452
1063.48	2.431	1.457
1064.51	2.442	1.459
1065.54	2.452	1.464
1066.57	2.465	1.461
1067.61	2.473	1.465
1068.64	2.479	1.463
1069.67	2.508	1.466
1070.70	2.507	1.466
1071.73	2.527	1.467
1072.77	2.538	1.466
1073.80	2.538	1.467
1074.83	2.548	1.470
1075.86	2.557	1.468
1076.89	2.566	1.466
1077.93	2.576	1.468
1078.96	2.585	1.474
1079.99	2.594	1.475
1081.05	2.603	1.477
1082.08	2.612	1.475
1083.12	2.620	1.477
1084.15	2.628	1.480
1085.18	2.636	1.478
1086.21	2.648	1.482
1087.25	2.657	1.483
1088.28	2.665	1.481
1089.31	2.675	1.485
1090.34	2.685	1.485
1091.37	2.693	1.484
1092.41	2.703	1.492
1093.44	2.713	1.492
1094.47	2.719	1.490
1095.50	2.730	1.490
1096.53	2.756	1.494
1097.57	2.763	1.494
1098.63	2.767	1.493
1099.66	2.788	1.495
1100.69	2.786	1.499
1101.73	2.790	1.504
1102.76	2.797	1.500
1103.79	2.806	1.502
1104.82	2.815	1.503
1105.85	2.820	1.501
1106.89	2.828	1.506
1107.92	2.836	1.509
1108.95	2.846	1.507
1109.98	2.852	1.508
1111.01	2.859	1.509
1112.05	2.868	1.509
1113.08	2.876	1.510
1114.11	2.883	1.510
1115.14	2.894	1.515
1116.21	2.900	1.511
1117.24	2.907	1.511
1118.27	2.914	1.512
1119.30	2.923	1.519
1120.33	2.934	1.516
1121.37	2.942	1.523
1122.40	2.947	1.521
1123.43	2.954	1.520
1124.46	2.981	1.523
1125.49	2.982	1.522
1126.53	2.994	1.526
1127.56	3.009	1.523
1128.59	3.004	1.525
1129.62	3.013	1.524
1130.65	3.019	1.527
1131.69	3.025	1.529
1132.72	3.033	1.531
1133.75	3.041	1.528
1134.78	3.048	1.529
1135.81	3.055	1.531
1136.85	3.061	1.536
1137.88	3.068	1.538
1138.91	3.075	1.536
1139.94	3.084	1.536
1140.97	3.095	1.537
1142.01	3.100	1.538
1143.04	3.103	1.539
1144.07	3.110	1.539
1145.10	3.119	1.539
1146.13	3.126	1.543
1147.17	3.132	1.543
1148.20	3.139	1.543
1149.23	3.148	1.543
1150.26	3.157	1.542
1151.32	3.170	1.548
1152.36	3.191	1.550
1153.39	3.188	1.553
1154.42	3.207	1.553
1155.45	3.214	1.550
1156.49	3.211	1.554
1157.52	3.218	1.554
1158.55	3.225	1.552
1159.58	3.234	1.555
1160.61	3.241	1.556
1161.65	3.246	1.557
1162.68	3.252	1.556
1163.71	3.258	1.561
1164.74	3.264	1.562
1165.77	3.272	1.564
1166.81	3.280	1.562
1167.84	3.289	1.561
1168.90	3.293	1.567
1169.93	3.300	1.569
1170.96	3.310	1.569
1172.00	3.317	1.569
1173.03	3.326	1.571
1174.06	3.332	1.572
1175.09	3.338	1.575
1176.13	3.343	1.574
1177.16	3.350	1.581
1178.19	3.361	1.578
1179.22	3.389	1.580
1180.25	3.387	1.580
1181.29	3.397	1.580
1182.32	3.412	1.581
1183.35	3.407	1.584
1184.38	3.416	1.583
1185.41	3.419	1.583
1186.48	3.425	1.584
1187.51	3.432	1.588
1188.54	3.438	1.586
1189.57	3.446	1.584
1190.61	3.461	1.588
1191.64	3.472	1.587
1192.67	3.483	1.591
1193.70	3.494	1.595
1194.73	3.503	1.593
1195.77	3.498	1.593
1196.80	3.502	1.593
1197.83	3.519	1.590
1198.86	3.542	1.592
1199.89	3.548	1.592
1200.93	3.551	1.592
1201.96	3.552	1.592
1202.99	3.556	1.588
1204.05	3.560	1.591
1205.08	3.562	1.592
1206.12	3.580	1.592
1207.15	3.577	1.593
1208.18	3.571	1.599
1209.21	3.586	1.590
1210.25	3.572	1.589
1211.28	3.572	1.592
1212.31	3.572	1.594
1213.34	3.573	1.589
1214.37	3.572	1.588
1215.41	3.570	1.593
1216.44	3.571	1.597
1217.47	3.569	1.590
1218.50	3.571	1.590
1219.53	3.570	1.596
1220.57	3.570	1.595
1221.60	3.570	1.594
1222.63	3.571	1.594
1223.66	3.570	1.590
1224.69	3.570	1.590
1225.73	3.569	1.585
1226.76	3.570	1.589
1227.79	3.571	1.592
1228.82	3.570	1.590
1229.85	3.570	1.594
1230.89	3.571	1.589
1231.92	3.571	1.592
1232.95	3.583	1.590
1233.98	3.595	1.585
1235.01	3.588	1.595
1236.05	3.589	1.588
1237.08	3.593	1.593
1238.14	3.582	1.591
1239.17	3.583	1.591
1240.20	3.583	1.587
1241.24	3.582	1.587
1242.27	3.580	1.593
1243.30	3.581	1.589
1244.33	3.580	1.590
1245.37	3.579	1.588
1246.40	3.579	1.593
1247.43	3.578	1.592
1248.46	3.576	1.589
1249.49	3.576	1.587
1250.53	3.575	1.591
1251.56	3.575	1.593
1252.59	3.575	1.588
1253.62	3.575	1.596
1254.65	3.575	1.589
1255.72	3.573	1.590
1256.78	3.574	1.589
1257.81	3.573	1.588
1258.85	3.573	1.596
1259.88	3.577	1.585
1260.91	3.571	1.586
1261.94	3.570	1.592
1262.97	3.571	1.587
1264.01	3.570	1.589
1265.04	3.570	1.591
1266.07	3.571	1.589
1267.10	3.571	1.589
1268.13	3.569	1.590
1269.17	3.569	1.589
1270.20	3.566	1.587
1271.23	3.566	1.588
1272.26	3.564	1.588
1273.32	3.563	1.593
1274.36	3.561	1.588
1275.39	3.561	1.584
1276.42	3.559	1.585
1277.45	3.559	1.588
1278.49	3.559	1.590
1279.52	3.558	1.585
1280.55	3.559	1.587
1281.58	3.556	1.588
1282.61	3.556	1.583
1283.65	3.555	1.588
1284.68	3.553	1.585
1285.71	3.552	1.582
1286.74	3.554	1.586
1287.77	3.557	1.588
1288.81	3.558	1.590
1289.84	3.559	1.584
1290.90	3.558	1.586
1291.93	3.557	1.590
1292.96	3.558	1.585
1294.00	3.559	1.584
1295.03	3.557	1.585
1296.06	3.554	1.584
1297.09	3.552	1.585
1298.13	3.553	1.586
1299.16	3.552	1.586
1300.19	3.550	1.592
1301.22	3.550	1.588
1302.25	3.549	1.587
1303.29	3.549	1.585
1304.32	3.548	1.587
1305.35	3.546	1.587
1306.38	3.545	1.583
1307.41	3.544	1.580
1308.45	3.544	1.587
1309.51	3.542	1.584
1310.54	3.542	1.583
1311.57	3.541	1.585
1312.61	3.540	1.589
1313.64	3.543	1.582
1314.67	3.545	1.579
1315.70	3.546	1.584
1316.73	3.547	1.584
1317.77	3.549	1.584
1318.80	3.549	1.582
1319.83	3.547	1.584
1320.86	3.549	1.582
1321.89	3.547	1.582
1322.93	3.547	1.584
1323.96	3.546	1.582
1324.99	3.543	1.584
1326.05	3.542	1.584
1327.08	3.539	1.584
1328.12	3.539	1.583
1329.15	3.537	1.582
1330.18	3.535	1.582
1331.21	3.534	1.582
1332.25	3.533	1.582
1333.28	3.532	1.583
1334.31	3.533	1.584
1335.34	3.533	1.583
1336.37	3.533	1.583
1337.41	3.533	1.584
1338.44	3.531	1.583
1339.47	3.532	1.580
1340.50	3.532	1.582
1341.53	3.531	1.583
1342.57	3.531	1.581
1343.63	3.530	1.583
1344.66	3.531	1.582
1345.69	3.530	1.582
1346.73	3.531	1.581
1347.76	3.533	1.581
1348.79	3.535	1.579
1349.82	3.537	1.579
1350.85	3.533	1.582
1351.89	3.535	1.582
1352.92	3.534	1.580
1353.95	3.534	1.582
1354.98	3.532	1.582
1356.01	3.533	1.583
1357.05	3.531	1.582
1358.08	3.530	1.581
1359.11	3.530	1.582
1360.14	3.528	1.580
1361.21	3.527	1.582
1362.24	3.525	1.581
1363.27	3.524	1.581
1364.30	3.524	1.581
1365.33	3.523	1.583
1366.37	3.521	1.583
1367.40	3.521	1.580
1368.43	3.518	1.582
1369.46	3.519	1.582
1370.49	3.517	1.581
1371.53	3.517	1.582
1372.56	3.517	1.582
1373.59	3.520	1.581
1374.62	3.520	1.582
1375.65	3.521	1.580
1376.69	3.522	1.582
1377.72	3.518	1.580
1378.78	3.518	1.578
1379.81	3.519	1.579
1380.84	3.518	1.578
1381.88	3.518	1.576
1382.91	3.517	1.584
1383.94	3.514	1.582
1384.97	3.513	1.579
1386.01	3.511	1.576
1387.04	3.511	1.580
1388.07	3.508	1.573
1389.10	3.508	1.580
1390.13	3.505	1.579
1391.17	3.504	1.572
1392.20	3.503	1.579
1393.23	3.502	1.580
1394.26	3.501	1.578
1395.29	3.501	1.581
1396.36	3.501	1.579
1397.39	3.499	1.579
1398.42	3.500	1.577
1399.45	3.500	1.577
1400.49	3.504	1.579
1401.52	3.503	1.580
1402.55	3.503	1.577
1403.58	3.503	1.575
1404.61	3.501	1.580
1405.65	3.503	1.576
1406.68	3.503	1.573
1407.71	3.503	1.576
1408.74	3.501	1.576
1409.77	3.499	1.576
1410.81	3.497	1.572
1411.84	3.496	1.573
1412.87	3.495	1.572
1413.93	3.495	1.571
1414.96	3.494	1.575
1416.00	3.493	1.572
1417.03	3.494	1.572
1418.06	3.493	1.576
1419.09	3.492	1.576
1420.13	3.492	1.572
1421.16	3.489	1.576
1422.19	3.490	1.576
1423.22	3.487	1.570
1424.25	3.489	1.575
1425.29	3.486	1.576
1426.32	3.489	1.568
1427.35	3.490	1.567
1428.38	3.491	1.572
1429.41	3.492	1.572
1430.45	3.492	1.577
1431.51	3.492	1.573
1432.54	3.491	1.572
1433.57	3.490	1.567
1434.61	3.490	1.569
1435.64	3.488	1.577
1436.67	3.487	1.575
1437.70	3.484	1.576
1438.73	3.484	1.572
1439.77	3.481	1.569
1440.80	3.480	1.574
1441.83	3.479	1.570
1442.86	3.476	1.570
1443.89	3.477	1.569
1444.93	3.476	1.569
1445.96	3.475	1.572
1446.99	3.474	1.566
1448.02	3.472	1.572
1449.08	3.471	1.568
1450.12	3.471	1.569
1451.15	3.470	1.572
1452.18	3.469	1.568
1453.21	3.468	1.568
1454.25	3.468	1.570
1455.28	3.466	1.570
1456.31	3.465	1.569
1457.34	3.464	1.566
1458.37	3.466	1.567
1459.41	3.469	1.567
1460.44	3.469	1.571
1461.47	3.472	1.568
1462.50	3.470	1.572
1463.53	3.469	1.571
1464.57	3.468	1.567
1465.60	3.467	1.566
1466.66	3.466	1.567
1467.69	3.464	1.568
1468.73	3.463	1.568
1469.76	3.461	1.569
1470.79	3.459	1.566
1471.82	3.457	1.566
1472.85	3.456	1.565
1473.89	3.454	1.566
1474.92	3.453	1.568
1475.95	3.452	1.565
1476.98	3.452	1.562
1478.01	3.450	1.565
1479.05	3.450	1.565
1480.08	3.448	1.569
1481.11	3.447	1.568
1482.14	3.447	1.566
1483.17	3.446	1.568
1484.24	3.446	1.566
1485.27	3.451	1.568
1486.30	3.450	1.564
1487.33	3.450	1.561
1488.37	3.450	1.561
1489.40	3.448	1.564
1490.43	3.448	1.562
1491.46	3.446	1.561
1492.49	3.445	1.565
1493.53	3.445	1.567
1494.56	3.445	1.562
1495.59	3.443	1.562
1496.62	3.441	1.566
1497.65	3.440	1.566
1498.69	3.440	1.566
1499.72	3.439	1.559
1500.75	3.436	1.560
1501.81	3.436	1.564
1502.84	3.434	1.558
1503.88	3.433	1.559
1504.91	3.433	1.560
1505.94	3.431	1.557
1506.97	3.428	1.556
1508.01	3.427	1.563
1509.04	3.428	1.559
1510.07	3.426	1.558
1511.10	3.428	1.559
1512.13	3.429	1.560
1513.17	3.429	1.562
1514.20	3.431	1.558
1515.23	3.428	1.559
1516.26	3.428	1.557
1517.29	3.429	1.558
1518.33	3.427	1.559
1519.36	3.426	1.555
1520.39	3.424	1.555
1521.42	3.422	1.560
1522.45	3.420	1.557
1523.49	3.420	1.555
1524.52	3.419	1.554
1525.55	3.417	1.560
1526.58	3.416	1.554
1527.61	3.415	1.555
1528.65	3.414	1.556
1529.68	3.413	1.556
1530.71	3.413	1.555
1531.74	3.413	1.556
1532.77	3.412	1.554
1533.81	3.409	1.551
1534.84	3.409	1.552
1535.90	3.410	1.553
1536.96	3.410	1.553
1538.00	3.411	1.555
1539.03	3.411	1.553
1540.06	3.411	1.555
1541.09	3.413	1.555
1542.13	3.410	1.550
1543.16	3.411	1.551
1544.19	3.410	1.554
1545.22	3.409	1.555
1546.25	3.404	1.555
1547.29	3.402	1.554
1548.32	3.400	1.550
1549.35	3.396	1.550
1550.38	3.395	1.550
1551.41	3.393	1.555
1552.45	3.391	1.551
1553.51	3.388	1.549
1554.54	3.387	1.554
1555.57	3.385	1.551
1556.61	3.383	1.547
1557.64	3.384	1.547
1558.67	3.381	1.551
1559.70	3.380	1.551
1560.73	3.378	1.550
1561.77	3.377	1.551
1562.80	3.374	1.548
1563.83	3.379	1.546
1564.86	3.380	1.547
1565.89	3.379	1.544
1566.93	3.380	1.547
1567.96	3.376	1.544
1568.99	3.376	1.548
1570.02	3.376	1.549
1571.09	3.374	1.547
1572.15	3.373	1.549
1573.18	3.372	1.544
1574.21	3.370	1.549
1575.25	3.368	1.549
1576.28	3.366	1.550
1577.31	3.365	1.546
1578.34	3.364	1.546
1579.37	3.362	1.544
1580.41	3.361	1.550
1581.44	3.358	1.547
1582.47	3.359	1.542
1583.50	3.356	1.544
1584.53	3.356	1.544
1585.57	3.354	1.544
1586.60	3.352	1.543
1587.63	3.351	1.539
1588.69	3.349	1.546
1589.72	3.353	1.548
1590.76	3.354	1.542
1591.79	3.353	1.544
1592.82	3.355	1.546
1593.85	3.349	1.543
